Unidades territoriales;Indicadores de renta media;Periodo;Total
Andalucía;Renta neta media por persona ;2020;10.293
Andalucía;Renta neta media por persona ;2019;10.204
Andalucía;Renta neta media por persona ;2018;9.715
Andalucía;Renta neta media por persona ;2017;9.240
Andalucía;Renta neta media por persona ;2016;8.878
Andalucía;Renta neta media por persona ;2015;8.655
Andalucía;Renta neta media por hogar;2020;27.119
Andalucía;Renta neta media por hogar;2019;27.091
Andalucía;Renta neta media por hogar;2018;25.877
Andalucía;Renta neta media por hogar;2017;24.748
Andalucía;Renta neta media por hogar;2016;23.977
Andalucía;Renta neta media por hogar;2015;23.367
Andalucía;Media de la renta por unidad de consumo;2020;15.619
Andalucía;Media de la renta por unidad de consumo;2019;15.547
Andalucía;Media de la renta por unidad de consumo;2018;14.827
Andalucía;Media de la renta por unidad de consumo;2017;14.110
Andalucía;Media de la renta por unidad de consumo;2016;13.584
Andalucía;Media de la renta por unidad de consumo;2015;13.231
Andalucía;Mediana de la renta por unidad de consumo;2020;13.650
Andalucía;Mediana de la renta por unidad de consumo;2019;13.650
Andalucía;Mediana de la renta por unidad de consumo;2018;12.950
Andalucía;Mediana de la renta por unidad de consumo;2017;12.250
Andalucía;Mediana de la renta por unidad de consumo;2016;11.550
Andalucía;Mediana de la renta por unidad de consumo;2015;10.850
Andalucía;Renta bruta media por persona;2020;12.085
Andalucía;Renta bruta media por persona;2019;11.977
Andalucía;Renta bruta media por persona;2018;11.384
Andalucía;Renta bruta media por persona;2017;10.799
Andalucía;Renta bruta media por persona;2016;10.336
Andalucía;Renta bruta media por persona;2015;10.058
Andalucía;Renta bruta media por hogar;2020;31.841
Andalucía;Renta bruta media por hogar;2019;31.800
Andalucía;Renta bruta media por hogar;2018;30.322
Andalucía;Renta bruta media por hogar;2017;28.924
Andalucía;Renta bruta media por hogar;2016;27.915
Andalucía;Renta bruta media por hogar;2015;27.154
Almería;Renta neta media por persona ;2020;9.709
Almería;Renta neta media por persona ;2019;9.436
Almería;Renta neta media por persona ;2018;9.072
Almería;Renta neta media por persona ;2017;8.569
Almería;Renta neta media por persona ;2016;8.207
Almería;Renta neta media por persona ;2015;8.029
Almería;Renta neta media por hogar;2020;26.276
Almería;Renta neta media por hogar;2019;25.698
Almería;Renta neta media por hogar;2018;24.714
Almería;Renta neta media por hogar;2017;23.399
Almería;Renta neta media por hogar;2016;22.666
Almería;Renta neta media por hogar;2015;22.039
Almería;Media de la renta por unidad de consumo;2020;14.850
Almería;Media de la renta por unidad de consumo;2019;14.480
Almería;Media de la renta por unidad de consumo;2018;13.926
Almería;Media de la renta por unidad de consumo;2017;13.184
Almería;Media de la renta por unidad de consumo;2016;12.637
Almería;Media de la renta por unidad de consumo;2015;12.323
Almería;Mediana de la renta por unidad de consumo;2020;12.950
Almería;Mediana de la renta por unidad de consumo;2019;12.250
Almería;Mediana de la renta por unidad de consumo;2018;12.250
Almería;Mediana de la renta por unidad de consumo;2017;11.550
Almería;Mediana de la renta por unidad de consumo;2016;10.850
Almería;Mediana de la renta por unidad de consumo;2015;10.150
Almería;Renta bruta media por persona;2020;11.354
Almería;Renta bruta media por persona;2019;11.043
Almería;Renta bruta media por persona;2018;10.573
Almería;Renta bruta media por persona;2017;9.992
Almería;Renta bruta media por persona;2016;9.518
Almería;Renta bruta media por persona;2015;9.304
Almería;Renta bruta media por hogar;2020;30.726
Almería;Renta bruta media por hogar;2019;30.072
Almería;Renta bruta media por hogar;2018;28.805
Almería;Renta bruta media por hogar;2017;27.283
Almería;Renta bruta media por hogar;2016;26.286
Almería;Renta bruta media por hogar;2015;25.538
Cádiz;Renta neta media por persona ;2020;10.113
Cádiz;Renta neta media por persona ;2019;10.055
Cádiz;Renta neta media por persona ;2018;9.509
Cádiz;Renta neta media por persona ;2017;9.028
Cádiz;Renta neta media por persona ;2016;8.696
Cádiz;Renta neta media por persona ;2015;8.489
Cádiz;Renta neta media por hogar;2020;27.179
Cádiz;Renta neta media por hogar;2019;27.243
Cádiz;Renta neta media por hogar;2018;25.905
Cádiz;Renta neta media por hogar;2017;24.777
Cádiz;Renta neta media por hogar;2016;24.044
Cádiz;Renta neta media por hogar;2015;23.560
Cádiz;Media de la renta por unidad de consumo;2020;15.363
Cádiz;Media de la renta por unidad de consumo;2019;15.345
Cádiz;Media de la renta por unidad de consumo;2018;14.561
Cádiz;Media de la renta por unidad de consumo;2017;13.846
Cádiz;Media de la renta por unidad de consumo;2016;13.360
Cádiz;Media de la renta por unidad de consumo;2015;13.052
Cádiz;Mediana de la renta por unidad de consumo;2020;12.950
Cádiz;Mediana de la renta por unidad de consumo;2019;13.650
Cádiz;Mediana de la renta por unidad de consumo;2018;12.250
Cádiz;Mediana de la renta por unidad de consumo;2017;11.550
Cádiz;Mediana de la renta por unidad de consumo;2016;11.550
Cádiz;Mediana de la renta por unidad de consumo;2015;10.850
Cádiz;Renta bruta media por persona;2020;11.811
Cádiz;Renta bruta media por persona;2019;11.741
Cádiz;Renta bruta media por persona;2018;11.094
Cádiz;Renta bruta media por persona;2017;10.505
Cádiz;Renta bruta media por persona;2016;10.088
Cádiz;Renta bruta media por persona;2015;9.841
Cádiz;Renta bruta media por hogar;2020;31.741
Cádiz;Renta bruta media por hogar;2019;31.811
Cádiz;Renta bruta media por hogar;2018;30.224
Cádiz;Renta bruta media por hogar;2017;28.830
Cádiz;Renta bruta media por hogar;2016;27.892
Cádiz;Renta bruta media por hogar;2015;27.311
Córdoba;Renta neta media por persona ;2020;10.314
Córdoba;Renta neta media por persona ;2019;10.182
Córdoba;Renta neta media por persona ;2018;9.710
Córdoba;Renta neta media por persona ;2017;9.290
Córdoba;Renta neta media por persona ;2016;8.892
Córdoba;Renta neta media por persona ;2015;8.614
Córdoba;Renta neta media por hogar;2020;26.462
Córdoba;Renta neta media por hogar;2019;26.299
Córdoba;Renta neta media por hogar;2018;25.246
Córdoba;Renta neta media por hogar;2017;24.379
Córdoba;Renta neta media por hogar;2016;23.541
Córdoba;Renta neta media por hogar;2015;22.879
Córdoba;Media de la renta por unidad de consumo;2020;15.458
Córdoba;Media de la renta por unidad de consumo;2019;15.318
Córdoba;Media de la renta por unidad de consumo;2018;14.635
Córdoba;Media de la renta por unidad de consumo;2017;14.022
Córdoba;Media de la renta por unidad de consumo;2016;13.436
Córdoba;Media de la renta por unidad de consumo;2015;13.039
Córdoba;Mediana de la renta por unidad de consumo;2020;12.950
Córdoba;Mediana de la renta por unidad de consumo;2019;12.950
Córdoba;Mediana de la renta por unidad de consumo;2018;12.250
Córdoba;Mediana de la renta por unidad de consumo;2017;12.250
Córdoba;Mediana de la renta por unidad de consumo;2016;11.550
Córdoba;Mediana de la renta por unidad de consumo;2015;10.850
Córdoba;Renta bruta media por persona;2020;12.019
Córdoba;Renta bruta media por persona;2019;11.874
Córdoba;Renta bruta media por persona;2018;11.317
Córdoba;Renta bruta media por persona;2017;10.802
Córdoba;Renta bruta media por persona;2016;10.300
Córdoba;Renta bruta media por persona;2015;9.948
Córdoba;Renta bruta media por hogar;2020;30.839
Córdoba;Renta bruta media por hogar;2019;30.671
Córdoba;Renta bruta media por hogar;2018;29.424
Córdoba;Renta bruta media por hogar;2017;28.347
Córdoba;Renta bruta media por hogar;2016;27.270
Córdoba;Renta bruta media por hogar;2015;26.424
Granada;Renta neta media por persona ;2020;10.463
Granada;Renta neta media por persona ;2019;10.380
Granada;Renta neta media por persona ;2018;9.885
Granada;Renta neta media por persona ;2017;9.440
Granada;Renta neta media por persona ;2016;9.090
Granada;Renta neta media por persona ;2015;8.877
Granada;Renta neta media por hogar;2020;26.373
Granada;Renta neta media por hogar;2019;26.342
Granada;Renta neta media por hogar;2018;25.190
Granada;Renta neta media por hogar;2017;24.216
Granada;Renta neta media por hogar;2016;23.542
Granada;Renta neta media por hogar;2015;23.018
Granada;Media de la renta por unidad de consumo;2020;15.608
Granada;Media de la renta por unidad de consumo;2019;15.537
Granada;Media de la renta por unidad de consumo;2018;14.828
Granada;Media de la renta por unidad de consumo;2017;14.166
Granada;Media de la renta por unidad de consumo;2016;13.666
Granada;Media de la renta por unidad de consumo;2015;13.354
Granada;Mediana de la renta por unidad de consumo;2020;12.950
Granada;Mediana de la renta por unidad de consumo;2019;12.950
Granada;Mediana de la renta por unidad de consumo;2018;12.250
Granada;Mediana de la renta por unidad de consumo;2017;12.250
Granada;Mediana de la renta por unidad de consumo;2016;11.550
Granada;Mediana de la renta por unidad de consumo;2015;11.550
Granada;Renta bruta media por persona;2020;12.274
Granada;Renta bruta media por persona;2019;12.168
Granada;Renta bruta media por persona;2018;11.555
Granada;Renta bruta media por persona;2017;11.013
Granada;Renta bruta media por persona;2016;10.566
Granada;Renta bruta media por persona;2015;10.305
Granada;Renta bruta media por hogar;2020;30.938
Granada;Renta bruta media por hogar;2019;30.878
Granada;Renta bruta media por hogar;2018;29.444
Granada;Renta bruta media por hogar;2017;28.252
Granada;Renta bruta media por hogar;2016;27.364
Granada;Renta bruta media por hogar;2015;26.719
Huelva;Renta neta media por persona ;2020;10.112
Huelva;Renta neta media por persona ;2019;9.958
Huelva;Renta neta media por persona ;2018;9.416
Huelva;Renta neta media por persona ;2017;8.948
Huelva;Renta neta media por persona ;2016;8.585
Huelva;Renta neta media por persona ;2015;8.401
Huelva;Renta neta media por hogar;2020;26.542
Huelva;Renta neta media por hogar;2019;26.398
Huelva;Renta neta media por hogar;2018;25.082
Huelva;Renta neta media por hogar;2017;23.936
Huelva;Renta neta media por hogar;2016;23.173
Huelva;Renta neta media por hogar;2015;22.595
Huelva;Media de la renta por unidad de consumo;2020;15.239
Huelva;Media de la renta por unidad de consumo;2019;15.083
Huelva;Media de la renta por unidad de consumo;2018;14.288
Huelva;Media de la renta por unidad de consumo;2017;13.589
Huelva;Media de la renta por unidad de consumo;2016;13.059
Huelva;Media de la renta por unidad de consumo;2015;12.777
Huelva;Mediana de la renta por unidad de consumo;2020;12.950
Huelva;Mediana de la renta por unidad de consumo;2019;12.950
Huelva;Mediana de la renta por unidad de consumo;2018;12.250
Huelva;Mediana de la renta por unidad de consumo;2017;11.550
Huelva;Mediana de la renta por unidad de consumo;2016;11.550
Huelva;Mediana de la renta por unidad de consumo;2015;10.850
Huelva;Renta bruta media por persona;2020;11.767
Huelva;Renta bruta media por persona;2019;11.560
Huelva;Renta bruta media por persona;2018;10.927
Huelva;Renta bruta media por persona;2017;10.357
Huelva;Renta bruta media por persona;2016;9.912
Huelva;Renta bruta media por persona;2015;9.692
Huelva;Renta bruta media por hogar;2020;30.887
Huelva;Renta bruta media por hogar;2019;30.647
Huelva;Renta bruta media por hogar;2018;29.108
Huelva;Renta bruta media por hogar;2017;27.703
Huelva;Renta bruta media por hogar;2016;26.753
Huelva;Renta bruta media por hogar;2015;26.066
Jaén;Renta neta media por persona ;2020;9.958
Jaén;Renta neta media por persona ;2019;9.758
Jaén;Renta neta media por persona ;2018;9.417
Jaén;Renta neta media por persona ;2017;9.044
Jaén;Renta neta media por persona ;2016;8.747
Jaén;Renta neta media por persona ;2015;8.318
Jaén;Renta neta media por hogar;2020;25.141
Jaén;Renta neta media por hogar;2019;24.865
Jaén;Renta neta media por hogar;2018;24.160
Jaén;Renta neta media por hogar;2017;23.408
Jaén;Renta neta media por hogar;2016;22.752
Jaén;Renta neta media por hogar;2015;21.789
Jaén;Media de la renta por unidad de consumo;2020;14.825
Jaén;Media de la renta por unidad de consumo;2019;14.656
Jaén;Media de la renta por unidad de consumo;2018;14.114
Jaén;Media de la renta por unidad de consumo;2017;13.575
Jaén;Media de la renta por unidad de consumo;2016;13.134
Jaén;Media de la renta por unidad de consumo;2015;12.511
Jaén;Mediana de la renta por unidad de consumo;2020;12.950
Jaén;Mediana de la renta por unidad de consumo;2019;12.950
Jaén;Mediana de la renta por unidad de consumo;2018;12.250
Jaén;Mediana de la renta por unidad de consumo;2017;11.550
Jaén;Mediana de la renta por unidad de consumo;2016;11.550
Jaén;Mediana de la renta por unidad de consumo;2015;10.850
Jaén;Renta bruta media por persona;2020;11.468
Jaén;Renta bruta media por persona;2019;11.280
Jaén;Renta bruta media por persona;2018;10.830
Jaén;Renta bruta media por persona;2017;10.385
Jaén;Renta bruta media por persona;2016;10.020
Jaén;Renta bruta media por persona;2015;9.482
Jaén;Renta bruta media por hogar;2020;28.953
Jaén;Renta bruta media por hogar;2019;28.743
Jaén;Renta bruta media por hogar;2018;27.785
Jaén;Renta bruta media por hogar;2017;26.881
Jaén;Renta bruta media por hogar;2016;26.065
Jaén;Renta bruta media por hogar;2015;24.838
Málaga;Renta neta media por persona ;2020;10.261
Málaga;Renta neta media por persona ;2019;10.338
Málaga;Renta neta media por persona ;2018;9.832
Málaga;Renta neta media por persona ;2017;9.313
Málaga;Renta neta media por persona ;2016;8.854
Málaga;Renta neta media por persona ;2015;8.688
Málaga;Renta neta media por hogar;2020;27.084
Málaga;Renta neta media por hogar;2019;27.439
Málaga;Renta neta media por hogar;2018;26.076
Málaga;Renta neta media por hogar;2017;24.743
Málaga;Renta neta media por hogar;2016;23.736
Málaga;Renta neta media por hogar;2015;23.102
Málaga;Media de la renta por unidad de consumo;2020;15.786
Málaga;Media de la renta por unidad de consumo;2019;15.938
Málaga;Media de la renta por unidad de consumo;2018;15.161
Málaga;Media de la renta por unidad de consumo;2017;14.355
Málaga;Media de la renta por unidad de consumo;2016;13.713
Málaga;Media de la renta por unidad de consumo;2015;13.365
Málaga;Mediana de la renta por unidad de consumo;2020;13.650
Málaga;Mediana de la renta por unidad de consumo;2019;13.650
Málaga;Mediana de la renta por unidad de consumo;2018;12.950
Málaga;Mediana de la renta por unidad de consumo;2017;12.250
Málaga;Mediana de la renta por unidad de consumo;2016;11.550
Málaga;Mediana de la renta por unidad de consumo;2015;11.550
Málaga;Renta bruta media por persona;2020;12.136
Málaga;Renta bruta media por persona;2019;12.226
Málaga;Renta bruta media por persona;2018;11.591
Málaga;Renta bruta media por persona;2017;10.947
Málaga;Renta bruta media por persona;2016;10.354
Málaga;Renta bruta media por persona;2015;10.133
Málaga;Renta bruta media por hogar;2020;32.034
Málaga;Renta bruta media por hogar;2019;32.451
Málaga;Renta bruta media por hogar;2018;30.742
Málaga;Renta bruta media por hogar;2017;29.085
Málaga;Renta bruta media por hogar;2016;27.758
Málaga;Renta bruta media por hogar;2015;26.942
Sevilla;Renta neta media por persona ;2020;10.717
Sevilla;Renta neta media por persona ;2019;10.604
Sevilla;Renta neta media por persona ;2018;10.083
Sevilla;Renta neta media por persona ;2017;9.584
Sevilla;Renta neta media por persona ;2016;9.272
Sevilla;Renta neta media por persona ;2015;9.051
Sevilla;Renta neta media por hogar;2020;28.912
Sevilla;Renta neta media por hogar;2019;28.874
Sevilla;Renta neta media por hogar;2018;27.535
Sevilla;Renta neta media por hogar;2017;26.334
Sevilla;Renta neta media por hogar;2016;25.670
Sevilla;Renta neta media por hogar;2015;25.099
Sevilla;Media de la renta por unidad de consumo;2020;16.355
Sevilla;Media de la renta por unidad de consumo;2019;16.250
Sevilla;Media de la renta por unidad de consumo;2018;15.501
Sevilla;Media de la renta por unidad de consumo;2017;14.733
Sevilla;Media de la renta por unidad de consumo;2016;14.274
Sevilla;Media de la renta por unidad de consumo;2015;13.941
Sevilla;Mediana de la renta por unidad de consumo;2020;13.650
Sevilla;Mediana de la renta por unidad de consumo;2019;13.650
Sevilla;Mediana de la renta por unidad de consumo;2018;12.950
Sevilla;Mediana de la renta por unidad de consumo;2017;12.250
Sevilla;Mediana de la renta por unidad de consumo;2016;11.550
Sevilla;Mediana de la renta por unidad de consumo;2015;11.550
Sevilla;Renta bruta media por persona;2020;12.707
Sevilla;Renta bruta media por persona;2019;12.550
Sevilla;Renta bruta media por persona;2018;11.941
Sevilla;Renta bruta media por persona;2017;11.308
Sevilla;Renta bruta media por persona;2016;10.898
Sevilla;Renta bruta media por persona;2015;10.624
Sevilla;Renta bruta media por hogar;2020;34.281
Sevilla;Renta bruta media por hogar;2019;34.172
Sevilla;Renta bruta media por hogar;2018;32.608
Sevilla;Renta bruta media por hogar;2017;31.070
Sevilla;Renta bruta media por hogar;2016;30.173
Sevilla;Renta bruta media por hogar;2015;29.464
Aragón;Renta neta media por persona ;2020;13.458
Aragón;Renta neta media por persona ;2019;13.315
Aragón;Renta neta media por persona ;2018;12.862
Aragón;Renta neta media por persona ;2017;12.367
Aragón;Renta neta media por persona ;2016;11.831
Aragón;Renta neta media por persona ;2015;11.784
Aragón;Renta neta media por hogar;2020;33.159
Aragón;Renta neta media por hogar;2019;32.961
Aragón;Renta neta media por hogar;2018;31.807
Aragón;Renta neta media por hogar;2017;30.695
Aragón;Renta neta media por hogar;2016;29.999
Aragón;Renta neta media por hogar;2015;29.491
Aragón;Media de la renta por unidad de consumo;2020;19.875
Aragón;Media de la renta por unidad de consumo;2019;19.721
Aragón;Media de la renta por unidad de consumo;2018;19.080
Aragón;Media de la renta por unidad de consumo;2017;18.376
Aragón;Media de la renta por unidad de consumo;2016;17.608
Aragón;Media de la renta por unidad de consumo;2015;17.516
Aragón;Mediana de la renta por unidad de consumo;2020;17.850
Aragón;Mediana de la renta por unidad de consumo;2019;17.850
Aragón;Mediana de la renta por unidad de consumo;2018;17.150
Aragón;Mediana de la renta por unidad de consumo;2017;16.450
Aragón;Mediana de la renta por unidad de consumo;2016;15.750
Aragón;Mediana de la renta por unidad de consumo;2015;15.750
Aragón;Renta bruta media por persona;2020;16.263
Aragón;Renta bruta media por persona;2019;16.081
Aragón;Renta bruta media por persona;2018;15.517
Aragón;Renta bruta media por persona;2017;14.880
Aragón;Renta bruta media por persona;2016;14.165
Aragón;Renta bruta media por persona;2015;14.077
Aragón;Renta bruta media por hogar;2020;40.070
Aragón;Renta bruta media por hogar;2019;39.808
Aragón;Renta bruta media por hogar;2018;38.372
Aragón;Renta bruta media por hogar;2017;36.934
Aragón;Renta bruta media por hogar;2016;35.918
Aragón;Renta bruta media por hogar;2015;35.230
Huesca;Renta neta media por persona ;2020;13.158
Huesca;Renta neta media por persona ;2019;12.949
Huesca;Renta neta media por persona ;2018;12.513
Huesca;Renta neta media por persona ;2017;11.954
Huesca;Renta neta media por persona ;2016;11.478
Huesca;Renta neta media por persona ;2015;11.297
Huesca;Renta neta media por hogar;2020;32.521
Huesca;Renta neta media por hogar;2019;32.176
Huesca;Renta neta media por hogar;2018;31.084
Huesca;Renta neta media por hogar;2017;29.793
Huesca;Renta neta media por hogar;2016;28.955
Huesca;Renta neta media por hogar;2015;28.357
Huesca;Media de la renta por unidad de consumo;2020;19.449
Huesca;Media de la renta por unidad de consumo;2019;19.177
Huesca;Media de la renta por unidad de consumo;2018;18.568
Huesca;Media de la renta por unidad de consumo;2017;17.783
Huesca;Media de la renta por unidad de consumo;2016;17.061
Huesca;Media de la renta por unidad de consumo;2015;16.809
Huesca;Mediana de la renta por unidad de consumo;2020;17.150
Huesca;Mediana de la renta por unidad de consumo;2019;17.150
Huesca;Mediana de la renta por unidad de consumo;2018;16.450
Huesca;Mediana de la renta por unidad de consumo;2017;15.750
Huesca;Mediana de la renta por unidad de consumo;2016;15.050
Huesca;Mediana de la renta por unidad de consumo;2015;15.050
Huesca;Renta bruta media por persona;2020;15.769
Huesca;Renta bruta media por persona;2019;15.469
Huesca;Renta bruta media por persona;2018;14.920
Huesca;Renta bruta media por persona;2017;14.239
Huesca;Renta bruta media por persona;2016;13.580
Huesca;Renta bruta media por persona;2015;13.334
Huesca;Renta bruta media por hogar;2020;38.974
Huesca;Renta bruta media por hogar;2019;38.439
Huesca;Renta bruta media por hogar;2018;37.066
Huesca;Renta bruta media por hogar;2017;35.488
Huesca;Renta bruta media por hogar;2016;34.257
Huesca;Renta bruta media por hogar;2015;33.471
Teruel;Renta neta media por persona ;2020;12.656
Teruel;Renta neta media por persona ;2019;12.461
Teruel;Renta neta media por persona ;2018;11.991
Teruel;Renta neta media por persona ;2017;11.432
Teruel;Renta neta media por persona ;2016;11.126
Teruel;Renta neta media por persona ;2015;10.911
Teruel;Renta neta media por hogar;2020;30.672
Teruel;Renta neta media por hogar;2019;30.351
Teruel;Renta neta media por hogar;2018;29.278
Teruel;Renta neta media por hogar;2017;28.105
Teruel;Renta neta media por hogar;2016;27.545
Teruel;Renta neta media por hogar;2015;27.027
Teruel;Media de la renta por unidad de consumo;2020;18.610
Teruel;Media de la renta por unidad de consumo;2019;18.359
Teruel;Media de la renta por unidad de consumo;2018;17.700
Teruel;Media de la renta por unidad de consumo;2017;16.932
Teruel;Media de la renta por unidad de consumo;2016;16.498
Teruel;Media de la renta por unidad de consumo;2015;16.165
Teruel;Mediana de la renta por unidad de consumo;2020;17.150
Teruel;Mediana de la renta por unidad de consumo;2019;16.450
Teruel;Mediana de la renta por unidad de consumo;2018;15.750
Teruel;Mediana de la renta por unidad de consumo;2017;15.050
Teruel;Mediana de la renta por unidad de consumo;2016;15.050
Teruel;Mediana de la renta por unidad de consumo;2015;14.350
Teruel;Renta bruta media por persona;2020;15.022
Teruel;Renta bruta media por persona;2019;14.767
Teruel;Renta bruta media por persona;2018;14.190
Teruel;Renta bruta media por persona;2017;13.511
Teruel;Renta bruta media por persona;2016;13.109
Teruel;Renta bruta media por persona;2015;12.817
Teruel;Renta bruta media por hogar;2020;36.407
Teruel;Renta bruta media por hogar;2019;35.969
Teruel;Renta bruta media por hogar;2018;34.646
Teruel;Renta bruta media por hogar;2017;33.217
Teruel;Renta bruta media por hogar;2016;32.457
Teruel;Renta bruta media por hogar;2015;31.746
Zaragoza;Renta neta media por persona ;2020;13.637
Zaragoza;Renta neta media por persona ;2019;13.516
Zaragoza;Renta neta media por persona ;2018;13.063
Zaragoza;Renta neta media por persona ;2017;12.592
Zaragoza;Renta neta media por persona ;2016;12.008
Zaragoza;Renta neta media por persona ;2015;12.020
Zaragoza;Renta neta media por hogar;2020;33.654
Zaragoza;Renta neta media por hogar;2019;33.505
Zaragoza;Renta neta media por hogar;2018;32.328
Zaragoza;Renta neta media por hogar;2017;31.268
Zaragoza;Renta neta media por hogar;2016;30.586
Zaragoza;Renta neta media por hogar;2015;30.105
Zaragoza;Media de la renta por unidad de consumo;2020;20.147
Zaragoza;Media de la renta por unidad de consumo;2019;20.032
Zaragoza;Media de la renta por unidad de consumo;2018;19.389
Zaragoza;Media de la renta por unidad de consumo;2017;18.713
Zaragoza;Media de la renta por unidad de consumo;2016;17.885
Zaragoza;Media de la renta por unidad de consumo;2015;17.870
Zaragoza;Mediana de la renta por unidad de consumo;2020;17.850
Zaragoza;Mediana de la renta por unidad de consumo;2019;17.850
Zaragoza;Mediana de la renta por unidad de consumo;2018;17.150
Zaragoza;Mediana de la renta por unidad de consumo;2017;16.450
Zaragoza;Mediana de la renta por unidad de consumo;2016;15.750
Zaragoza;Mediana de la renta por unidad de consumo;2015;15.750
Zaragoza;Renta bruta media por persona;2020;16.548
Zaragoza;Renta bruta media por persona;2019;16.401
Zaragoza;Renta bruta media por persona;2018;15.837
Zaragoza;Renta bruta media por persona;2017;15.219
Zaragoza;Renta bruta media por persona;2016;14.444
Zaragoza;Renta bruta media por persona;2015;14.427
Zaragoza;Renta bruta media por hogar;2020;40.836
Zaragoza;Renta bruta media por hogar;2019;40.657
Zaragoza;Renta bruta media por hogar;2018;39.195
Zaragoza;Renta bruta media por hogar;2017;37.791
Zaragoza;Renta bruta media por hogar;2016;36.790
Zaragoza;Renta bruta media por hogar;2015;36.134
Asturias, Principado de;Renta neta media por persona ;2020;13.505
Asturias, Principado de;Renta neta media por persona ;2019;13.465
Asturias, Principado de;Renta neta media por persona ;2018;12.923
Asturias, Principado de;Renta neta media por persona ;2017;12.489
Asturias, Principado de;Renta neta media por persona ;2016;12.147
Asturias, Principado de;Renta neta media por persona ;2015;11.959
Asturias, Principado de;Renta neta media por hogar;2020;30.658
Asturias, Principado de;Renta neta media por hogar;2019;30.798
Asturias, Principado de;Renta neta media por hogar;2018;29.637
Asturias, Principado de;Renta neta media por hogar;2017;28.866
Asturias, Principado de;Renta neta media por hogar;2016;28.303
Asturias, Principado de;Renta neta media por hogar;2015;27.986
Asturias, Principado de;Media de la renta por unidad de consumo;2020;19.475
Asturias, Principado de;Media de la renta por unidad de consumo;2019;19.464
Asturias, Principado de;Media de la renta por unidad de consumo;2018;18.722
Asturias, Principado de;Media de la renta por unidad de consumo;2017;18.137
Asturias, Principado de;Media de la renta por unidad de consumo;2016;17.666
Asturias, Principado de;Media de la renta por unidad de consumo;2015;17.409
Asturias, Principado de;Mediana de la renta por unidad de consumo;2020;17.850
Asturias, Principado de;Mediana de la renta por unidad de consumo;2019;17.850
Asturias, Principado de;Mediana de la renta por unidad de consumo;2018;17.150
Asturias, Principado de;Mediana de la renta por unidad de consumo;2017;16.450
Asturias, Principado de;Mediana de la renta por unidad de consumo;2016;15.750
Asturias, Principado de;Mediana de la renta por unidad de consumo;2015;15.750
Asturias, Principado de;Renta bruta media por persona;2020;16.115
Asturias, Principado de;Renta bruta media por persona;2019;16.057
Asturias, Principado de;Renta bruta media por persona;2018;15.391
Asturias, Principado de;Renta bruta media por persona;2017;14.857
Asturias, Principado de;Renta bruta media por persona;2016;14.406
Asturias, Principado de;Renta bruta media por persona;2015;14.172
Asturias, Principado de;Renta bruta media por hogar;2020;36.583
Asturias, Principado de;Renta bruta media por hogar;2019;36.726
Asturias, Principado de;Renta bruta media por hogar;2018;35.298
Asturias, Principado de;Renta bruta media por hogar;2017;34.338
Asturias, Principado de;Renta bruta media por hogar;2016;33.567
Asturias, Principado de;Renta bruta media por hogar;2015;33.165
Asturias;Renta neta media por persona ;2020;13.505
Asturias;Renta neta media por persona ;2019;13.465
Asturias;Renta neta media por persona ;2018;12.923
Asturias;Renta neta media por persona ;2017;12.489
Asturias;Renta neta media por persona ;2016;12.147
Asturias;Renta neta media por persona ;2015;11.959
Asturias;Renta neta media por hogar;2020;30.658
Asturias;Renta neta media por hogar;2019;30.798
Asturias;Renta neta media por hogar;2018;29.637
Asturias;Renta neta media por hogar;2017;28.866
Asturias;Renta neta media por hogar;2016;28.303
Asturias;Renta neta media por hogar;2015;27.986
Asturias;Media de la renta por unidad de consumo;2020;19.475
Asturias;Media de la renta por unidad de consumo;2019;19.464
Asturias;Media de la renta por unidad de consumo;2018;18.722
Asturias;Media de la renta por unidad de consumo;2017;18.137
Asturias;Media de la renta por unidad de consumo;2016;17.666
Asturias;Media de la renta por unidad de consumo;2015;17.409
Asturias;Mediana de la renta por unidad de consumo;2020;17.850
Asturias;Mediana de la renta por unidad de consumo;2019;17.850
Asturias;Mediana de la renta por unidad de consumo;2018;17.150
Asturias;Mediana de la renta por unidad de consumo;2017;16.450
Asturias;Mediana de la renta por unidad de consumo;2016;15.750
Asturias;Mediana de la renta por unidad de consumo;2015;15.750
Asturias;Renta bruta media por persona;2020;16.115
Asturias;Renta bruta media por persona;2019;16.057
Asturias;Renta bruta media por persona;2018;15.391
Asturias;Renta bruta media por persona;2017;14.857
Asturias;Renta bruta media por persona;2016;14.406
Asturias;Renta bruta media por persona;2015;14.172
Asturias;Renta bruta media por hogar;2020;36.583
Asturias;Renta bruta media por hogar;2019;36.726
Asturias;Renta bruta media por hogar;2018;35.298
Asturias;Renta bruta media por hogar;2017;34.338
Asturias;Renta bruta media por hogar;2016;33.567
Asturias;Renta bruta media por hogar;2015;33.165
Balears, Illes;Renta neta media por persona ;2020;12.486
Balears, Illes;Renta neta media por persona ;2019;13.428
Balears, Illes;Renta neta media por persona ;2018;12.893
Balears, Illes;Renta neta media por persona ;2017;12.297
Balears, Illes;Renta neta media por persona ;2016;11.488
Balears, Illes;Renta neta media por persona ;2015;11.213
Balears, Illes;Renta neta media por hogar;2020;34.531
Balears, Illes;Renta neta media por hogar;2019;37.375
Balears, Illes;Renta neta media por hogar;2018;35.728
